ID,物种名称,是否是致病菌,样本量,患者性别,年龄,免疫状态,肺部基础疾病,证据等级,预后,id,sup_evi,old_start,answer,full
16494750,Legionella quinlivanii,是,10-100,群体,,,,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,,https://pubmed.ncbi.nlm.nih.gov/16494750/,,,,"SPECIES:Legionella worsleiensis
ID:16494750
TITLE:Ameba-associated microorganisms and diagnosis of nosocomial pneumonia.
ABSTRACT:To elucidate the role of ameba-associated microorganisms (AAMs) as etiologic agents of pneumonia, we screened for Legionella spp., Parachlamydia acanthamoeba, Afipia sp., Bosea spp., Bradyrhizobium spp., Mesorhizobium amorphae, Rasbo bacterium, Azorhizobium caulinodans, Acanthamoeba polyphaga mimivirus, and conventional microorganisms in 210 pneumonia patients in intensive-care units by using culture, polymerase chain reaction, and serologic testing. These resulted in 59 diagnoses in 40 patients. AAMs and non-AAMs were implicated in 10.5% of the patients. The infectious agents were identified in 15 patients: Acanthamoeba polyphaga mimivirus, 8; Legionella pneumophila, 3; L. anisa, 1; Parachlamydia sp., 1; Bosea massiliensis, L. worsleiensis, L. quinlivanii, and L. rubrilucens, 1; and M. amorphae and R. bacterium, 1. A. polyphaga mimivirus was the fourth most common etiologic agent, with a higher seroprevalence than noted in healthy controls. This finding suggested its clinical relevance. Therefore, AAM might cause nosocomial pneumonia and should be suspected when conventional microbiologic results are negative.
军团菌的物种:worsleiensis
ID: 16494750
阿米巴相关微生物与医院内肺炎的诊断。
文摘:阐明ameba-associated微生物的作用(批)肺炎的病原微生物,我们军团spp筛查。Parachlamydia acanthamoeba, Afipia sp, Bosea spp, Bradyrhizobium spp, Mesorhizobium amorphae, Rasbo细菌,Azorhizobium caulinodans, acanthamoeba多食目米米病毒,和传统的微生物在210年肺炎患者在重症监护病房的病人通过文化中,聚合酶链反应和血清学检查。结果在40例患者中确诊59例。10.5%的患者涉及急性脊髓炎和非急性脊髓炎。鉴定15例感染源:多食性棘阿米巴病毒8例;嗜肺性军团菌,3;l . anisa 1;Parachlamydia sp, 1;Bosea massiliensis, L. worsleiensis, L. quinlivanii, L. rubrilucens, 1;大发芽菌(m.a orphae)和R. bacterium, 1。米米多食性a . a . mimivirus是第四种最常见的病原，血清感染率高于健康对照。这一发现表明了其临床意义。因此，AAM可能引起医院内的肺炎，当常规微生物学检查结果为阴性时应怀疑。"
16494750,Legionella rubrilucens,是,10-100,群体,,,,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,,https://pubmed.ncbi.nlm.nih.gov/16494750/,,,,"SPECIES:Legionella worsleiensis
ID:16494750
TITLE:Ameba-associated microorganisms and diagnosis of nosocomial pneumonia.
ABSTRACT:To elucidate the role of ameba-associated microorganisms (AAMs) as etiologic agents of pneumonia, we screened for Legionella spp., Parachlamydia acanthamoeba, Afipia sp., Bosea spp., Bradyrhizobium spp., Mesorhizobium amorphae, Rasbo bacterium, Azorhizobium caulinodans, Acanthamoeba polyphaga mimivirus, and conventional microorganisms in 210 pneumonia patients in intensive-care units by using culture, polymerase chain reaction, and serologic testing. These resulted in 59 diagnoses in 40 patients. AAMs and non-AAMs were implicated in 10.5% of the patients. The infectious agents were identified in 15 patients: Acanthamoeba polyphaga mimivirus, 8; Legionella pneumophila, 3; L. anisa, 1; Parachlamydia sp., 1; Bosea massiliensis, L. worsleiensis, L. quinlivanii, and L. rubrilucens, 1; and M. amorphae and R. bacterium, 1. A. polyphaga mimivirus was the fourth most common etiologic agent, with a higher seroprevalence than noted in healthy controls. This finding suggested its clinical relevance. Therefore, AAM might cause nosocomial pneumonia and should be suspected when conventional microbiologic results are negative.
军团菌的物种:worsleiensis
ID: 16494750
阿米巴相关微生物与医院内肺炎的诊断。
文摘:阐明ameba-associated微生物的作用(批)肺炎的病原微生物,我们军团spp筛查。Parachlamydia acanthamoeba, Afipia sp, Bosea spp, Bradyrhizobium spp, Mesorhizobium amorphae, Rasbo细菌,Azorhizobium caulinodans, acanthamoeba多食目米米病毒,和传统的微生物在210年肺炎患者在重症监护病房的病人通过文化中,聚合酶链反应和血清学检查。结果在40例患者中确诊59例。10.5%的患者涉及急性脊髓炎和非急性脊髓炎。鉴定15例感染源:多食性棘阿米巴病毒8例;嗜肺性军团菌,3;l . anisa 1;Parachlamydia sp, 1;Bosea massiliensis, L. worsleiensis, L. quinlivanii, L. rubrilucens, 1;大发芽菌(m.a orphae)和R. bacterium, 1。米米多食性a . a . mimivirus是第四种最常见的病原，血清感染率高于健康对照。这一发现表明了其临床意义。因此，AAM可能引起医院内的肺炎，当常规微生物学检查结果为阴性时应怀疑。"
16498735,Enterobacter gergoviae,是,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/16498735/,,,,"SPECIES:Enterobacter gergoviae
ID:16498735
TITLE:[Lower respiratory tract infection due to Enterobacter gergoviae].
ABSTRACT:
物种:肠杆菌gergoviae
ID: 16498735
题目:[gergoviae肠杆菌引起下呼吸道感染]。
文摘:"
16511781,Legionella maceachernii,是,,,,,,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,,https://pubmed.ncbi.nlm.nih.gov/16511781/,,,,"SPECIES:Legionella maceachernii
ID:16511781
TITLE:Successful treatment of Legionella maceachernii pneumonia after diagnosis by polymerase chain reaction and culture.
ABSTRACT:
军团菌的物种:maceachernii
ID: 16511781
聚合酶链反应和培养成功治疗诊断后的maceachernii肺炎。
文摘:"
17956962,Ewingella americana,是,1,女,65以上,受损,COPD,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,治愈,https://pubmed.ncbi.nlm.nih.gov/17956962/,加重相关的病例。病例摘要:,1658.0,77,"SPECIES:Ewingella americana
ID:17956962
TITLE:Multidrug-resistant Ewingella americana: a case report and review of the literature.
ABSTRACT:
OBJECTIVE: To describe and report a case of multidrug-resistant Ewingella americana associated with exacerbation of chronic obstructive pulmonary disease (COPD). CASE SUMMARY: A 77-year-old female presented to her physician with shortness of breath and an initial assessment of pneumonia. Her past medical history included COPD, Mycobacterium tuberculosis infection, recent Mycobacterium avium infection, and Crohn's disease. Blood and urine cultures revealed no growth; however, a sputum culture later revealed multidrug-resistant E. americana. The patient was ultimately treated with trimethoprim/sulfamethoxazole (TMP/SMX), with complete resolution of symptoms following a 10 day course. DISCUSSION: E. americana is a rare gram-negative bacillus that has infrequently been reported to cause infection. This organism has been reported in humans in the blood, sputum, conjunctiva, wounds, and peritoneal fluid. In several of these cases, as well as in our case, this organism appeared to occur more frequently in immunocompromised patients. Although generally susceptible to most antibiotics, our patient's organism was resistant to all antibiotics tested, with the exception of TMP/SMX, ticarcillin/clavulanate, and cefotetan. 
CONCLUSIONS: To our knowledge, this is only the second case of an E. americana respiratory infection, and the only one in which multidrug resistance has been reported.
物种:Ewingella美国
ID: 17956962
标题:耐多药美洲Ewingella americana:病例报告和文献回顾。
文摘:
目的:描述和报道一例耐多药美国伊温菌与慢性阻塞性肺疾病(COPD)加重相关的病例。病例摘要:一位77岁的女性因呼吸急促和肺炎的初步诊断而就诊。既往病史包括慢性阻塞性肺病、结核分枝杆菌感染、近期禽分枝杆菌感染和克罗恩病。血和尿培养未见生长;然而，后来的痰培养发现美洲棘豆具有多药耐药。患者最终接受甲氧苄啶/磺胺甲恶唑(TMP/SMX)治疗，10天疗程后症状完全缓解。讨论:美洲大肠杆菌是一种罕见的革兰氏阴性杆菌，很少被报道引起感染。这种微生物在人类的血液、痰液、结膜、伤口和腹膜液中都有报道。在这些病例中，和我们的病例一样，这种微生物在免疫缺陷患者中更常见。虽然对大多数抗生素普遍敏感，我们的病人的机体对所有的抗生素测试是耐药的，除了TMP/SMX，替卡西林/克拉维酸和头孢替坦。
结论:据我们所知，这仅仅是美洲棘球绦虫呼吸道感染的第二例病例，也是报道的唯一一例多药耐药病例。"
18325036,Bordetella petrii,是,1-10,,,,囊性纤维化,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,,https://pubmed.ncbi.nlm.nih.gov/18325036/,,,,"SPECIES:Bordetella petrii
ID:18325036
TITLE:Identification of Bordetella spp. in respiratory specimens from individuals with cystic fibrosis.
ABSTRACT:Bordetella spp. are not normally included when considering the opportunistic bacterial species that are typically involved in respiratory tract infections in individuals with cystic fibrosis (CF). By using a combination of bacterial genotyping and 16S rDNA sequencing, Bordetella spp. were identified in cultures obtained from 43 individuals with CF. Most (n = 23) patients were infected with Bordetella bronchiseptica/parapertussis; five were infected with Bordetella hinzii, four with Bordetella petrii, three with Bordetella avium, and eight with unidentified Bordetella spp. Consideration should be given to the presence of these organisms in the evaluation of CF sputum cultures.
物种:博代氏杆菌属petrii
ID: 18325036
题目:囊性纤维化患者呼吸标本中博氏杆菌的鉴定。
摘要:囊性纤维化(CF)患者呼吸道感染的机会性细菌种类通常不包括博德氏菌。结合细菌基因分型和16S rDNA测序，从43例CF患者的培养物中鉴定出博德氏菌。大多数(n = 23)患者感染了博德氏支气管杆菌/百日咳杆菌;其中5例感染了欣氏博德氏菌，4例感染了petri博德氏菌，3例感染了鸟氏博德氏菌，8例感染了未知的博德氏菌。在评价CF痰培养时应考虑到这些微生物的存在。"
18390433,Capnocytophaga sputigena,是,1,,1岁以下,,,3：血及无菌体液（如脓胸液）,治愈,https://pubmed.ncbi.nlm.nih.gov/18390433/," The newborn child exhibited fever at birth,",238.0,newborn child,"SPECIES:Capnocytophaga sputigena
ID:18390433
TITLE:[Septicaemia with Capnocytophaga sputigena in a newborn child].
ABSTRACT:We describe in this article a case of septicaemia with Capnocytophaga suptigena in a premature newborn child. The newborn child exhibited fever at birth, a light inflammatory syndrome and a respiratory failure. The germ was initially identified in the blood-culture of the newborn child by conventional techniques, and then confirmed by sequencing of the ARN 16S. After investigation, it was also found in the mother's vaginal sample. Capnocytophaga sputigena carried by the mother is certainly responsible for infection of the newborn child by ascending way. After antibiotherapy, both mother and child did not present aftereffects. This is the 16th case described in the literature; Capnocytophaga sputigena carried in vaginal area is responsible for preterm labor and for septicaemia associated to respiratory failure of the newborn child. It is thus important not to neglect this germ and to estimate its sensibility to antibiotics.
物种:Capnocytophaga sputigena
ID: 18390433
标题:[新生儿败血症伴痰中二氧化碳噬细胞症]。
摘要:我们在本文中描述了一例伴有上生源型嗜碳酸细胞吞噬菌的早产儿败血症。新生儿出生时发热，轻度炎症综合征和呼吸衰竭。该病菌最初是通过常规技术在新生儿的血培养中鉴定出来的，然后通过ARN 16S测序确认。经过调查，在母亲的阴道样本中也发现了这种病毒。由母亲携带的吞痰二氧化碳菌肯定是新生儿通过上升途径感染的原因。在抗生素治疗后，母子均未出现后遗症。这是文献中描述的第16例病例;阴道区携带的痰中二氧化碳吞噬菌是早产和新生儿呼吸衰竭败血症的主要原因。因此，重要的是不要忽视这种细菌，并估计其对抗生素的敏感性。"
18626541,Ewingella americana,是,1,男,,,其他,,,https://pubmed.ncbi.nlm.nih.gov/18626541/,,,,"SPECIES:Ewingella americana
ID:18626541
TITLE:Multi-drug resistant Ewingella americana.
ABSTRACT:We report a case of pneumonia due to multi-drug resistant Ewingella americana in a young patient admitted in the Intensive Care Unit of Hera General Hospital, Makkah, Saudi Arabia with severe head injury in a road traffic accident. He was an Indonesian pilgrim who had traveled to the Kingdom of Saudi Arabia to perform Hajj in December 2007. Ewingella americana was identified to be the pathogen of pneumonia with clinical signs and symptoms along with positive radiological findings.
物种:Ewingella美国
ID: 18626541
标题:耐多药的美国尤温菌。
摘要:我们报道沙特阿拉伯麦加赫拉总医院重症监护室收治的一名年轻患者，他在一起道路交通事故中头部严重受伤，并发多药耐药美国Ewingella americana肺炎。他是一名印尼朝圣者，曾于2007年12月前往沙特阿拉伯进行朝觐。美国Ewingella americana被确定为肺炎的病原体，临床症状体征和放射学阳性发现。"
18804973,Capnocytophaga sputigena,是,1,,1-17,正常,,3：血及无菌体液（如脓胸液）,治愈,https://pubmed.ncbi.nlm.nih.gov/18804973/, We report the case of an immunocompetent 13-year-old teenager wearing orthodontic braces who suffered from pleuropneumonia due to Capnocytophaga sputigena.,432.0,13-year-old,"SPECIES:Capnocytophaga sputigena
ID:18804973
TITLE:[Capnocytophaga sputigena pleuropneumonitis: a case report].
ABSTRACT:Community-acquired pneumonia is complicated by purulent pleural effusion in approximately 28% of affected children. Its incidence has increased over the last decade. Streptococcus pneumoniae is the most frequent causal microorganism, encountered in roughly 80% of cases. We report the case of an immunocompetent 13-year-old teenager wearing orthodontic braces who suffered from pleuropneumonia due to Capnocytophaga sputigena. To date, this Gram-negative bacillus, a commensal of the buccal cavity, had never been reported to be responsible for pleural or lung infection. The clinical presentation is similar to that observed with usual bacteria, while bacterial sensitivity to betalactam antibiotics is excellent.
物种:Capnocytophaga sputigena
ID: 18804973
题目:[痰吸碳吞噬菌胸膜肺炎1例报告]。
摘要:大约28%的儿童感染社区获得性肺炎并发化脓性胸腔积液。它的发病率在过去十年中有所增加。肺炎链球菌是最常见的致病微生物，约80%的病例都会遇到。我们报告一例免疫能力的13岁青少年戴正畸牙套谁遭受胸膜肺炎由于二氧化碳吞噬痰。迄今为止，这种革兰氏阴性杆菌，一种口腔共生菌，从未被报道为导致胸膜或肺部感染的原因。临床表现与常见细菌相似，但细菌对β内酰胺类抗生素敏感。"
19061488,Ochrobactrum anthropi,是,1,女,1-17,,其他,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,治愈,https://pubmed.ncbi.nlm.nih.gov/19061488/,我们报告了通过16S rRNA扩增和测序，在一名17岁患有囊性纤维化和肺炎的妇女中分离和鉴定了两种新出现的对粘菌素耐药的病原体，即小短孢单胞菌和人嗜铬杆菌。患者最终对2周的亚胺培南和妥布霉素治疗反应良好。  结论:,997.0,17岁,"SPECIES:Ochrobactrum anthropi
ID:19061488
TITLE:First isolation of two colistin-resistant emerging pathogens, Brevundimonas diminuta and Ochrobactrum anthropi, in a woman with cystic fibrosis: a case report.
ABSTRACT:INTRODUCTION: Cystic fibrosis afflicted lungs support the growth of many bacteria rarely implicated in other cases of human infections. CASE PRESENTATION: We report the isolation and identification, by 16S rRNA amplification and sequencing, of two emerging pathogens resistant to colistin, Brevundimonas diminuta and Ochrobactrum anthropi, in a 17-year-old woman with cystic fibrosis and pneumonia. The patient eventually responded well to a 2-week regime of imipenem and tobramycin. 
CONCLUSION: Our results clearly re-emphasize the emergence of new colistin-resistant pathogens in patients with cystic fibrosis.
物种:Ochrobactrum anthropi
ID: 19061488
标题:首次在一名患有囊性纤维化的妇女中分离出两种耐粘菌素的新出现病原体，小短孢单胞菌和人嗜黑杆菌:1例报告。
摘要:简介:肺囊性纤维化患者支持许多细菌的生长，而这些细菌在其他人类感染病例中很少涉及。病例报告:我们报告了通过16S rRNA扩增和测序，在一名17岁患有囊性纤维化和肺炎的妇女中分离和鉴定了两种新出现的对粘菌素耐药的病原体，即小短孢单胞菌和人嗜铬杆菌。患者最终对2周的亚胺培南和妥布霉素治疗反应良好。
结论:我们的结果再次明确地强调了囊性纤维化患者中新的粘菌素耐药病原体的出现。"
19061488,Brevundimonas diminuta,是,1,女,1-17,,其他,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,治愈,https://pubmed.ncbi.nlm.nih.gov/19061488/,我们报告了通过16S rRNA扩增和测序，在一名17岁患有囊性纤维化和肺炎的妇女中分离和鉴定了两种新出现的对粘菌素耐药的病原体，即小短孢单胞菌和人嗜铬杆菌。患者最终对2周的亚胺培南和妥布霉素治疗反应良好。  结论:,997.0,17岁,"SPECIES:Ochrobactrum anthropi
ID:19061488
TITLE:First isolation of two colistin-resistant emerging pathogens, Brevundimonas diminuta and Ochrobactrum anthropi, in a woman with cystic fibrosis: a case report.
ABSTRACT:INTRODUCTION: Cystic fibrosis afflicted lungs support the growth of many bacteria rarely implicated in other cases of human infections. CASE PRESENTATION: We report the isolation and identification, by 16S rRNA amplification and sequencing, of two emerging pathogens resistant to colistin, Brevundimonas diminuta and Ochrobactrum anthropi, in a 17-year-old woman with cystic fibrosis and pneumonia. The patient eventually responded well to a 2-week regime of imipenem and tobramycin. 
CONCLUSION: Our results clearly re-emphasize the emergence of new colistin-resistant pathogens in patients with cystic fibrosis.
物种:Ochrobactrum anthropi
ID: 19061488
标题:首次在一名患有囊性纤维化的妇女中分离出两种耐粘菌素的新出现病原体，小短孢单胞菌和人嗜黑杆菌:1例报告。
摘要:简介:肺囊性纤维化患者支持许多细菌的生长，而这些细菌在其他人类感染病例中很少涉及。病例报告:我们报告了通过16S rRNA扩增和测序，在一名17岁患有囊性纤维化和肺炎的妇女中分离和鉴定了两种新出现的对粘菌素耐药的病原体，即小短孢单胞菌和人嗜铬杆菌。患者最终对2周的亚胺培南和妥布霉素治疗反应良好。
结论:我们的结果再次明确地强调了囊性纤维化患者中新的粘菌素耐药病原体的出现。"
19080598,Aeromonas veronii biovar sobria,是,1,,,,,1：同时具备肺组织病理+病原学证据,,https://pubmed.ncbi.nlm.nih.gov/19080598/,,,,"SPECIES:Aeromonas veronii
ID:19080598
TITLE:[Severe pneumonia caused by Aeromonas veronii biovar sobria: a case report and review of the literature].
ABSTRACT:
OBJECTIVE: To describe the clinical features of severe pneumonitis with Aeromonas veronii biovar sobria. 
METHOD: Case report and review of the related literatures. The clinical symptoms, laboratory tests, radiographic patterns, diagnosis, and therapeutic management of a case of severe pneumonia caused by A. veronii biovar sobria were described. 
RESULTS: The clinical symptoms of this patient included cough and sputum production with high fever, followed by acute respiratory distress symptom associated with septic shock. Progressive infiltration of lungs was evident in chest radiography, changes suggestive of interstitial pneumonia. Oxygenation was improved by mechanical ventilation and anti-shock therapy was administered. A. veronii biovar sobria was grown in three consecutive cultures of airway secretions by fiberoptic bronchoscopy. Mild interstitial inflammation was revealed by pathology of transbronchial lung biopsy specimens. The clinical symptoms and the chest infiltrates improved significantly after therapy with antibiotics and glucocorticoids. 
CONCLUSIONS: A. veronii biovar sobria, an intestinal bacterial pathogen, can cause severe pneumonia, which is often underestimated and inadequately understood. Appropriate antibiotics, glucocorticoids and nutritional support are effective treatments.
物种:气单胞菌属veronii
ID: 19080598
题目:[由维氏气单胞菌引起的严重肺炎:一例报告和文献综述]。
文摘:
目的:探讨重症维氏气单胞菌感染的临床特点。
方法:病例报道并复习相关文献。本文描述了一例由维罗氏梭菌引起的严重肺炎的临床症状、实验室检测、放射学模式、诊断和治疗。
结果:该患者临床表现为咳嗽、咳痰伴高热，其次为急性呼吸窘迫伴感染性休克。胸片显示肺部进行性浸润明显，改变提示间质性肺炎。机械通气改善氧合，给予抗休克治疗。采用纤维支气管镜在气道分泌物中培养veronii biovar sobria。经支气管肺活检标本病理显示为轻度间质炎症。应用抗生素及糖皮质激素治疗后，临床症状及胸部浸润明显改善。
结论:veronii biovar sobria是一种肠道细菌病原体，可导致严重的肺炎，这往往被低估和认识不足。适当的抗生素、糖皮质激素和营养支持是有效的治疗方法。"
19149091,Cedecea lapagei,是,1,男,17-65,,机械通气,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,死亡,https://pubmed.ncbi.nlm.nih.gov/19149091/,是肠杆菌科的成员，多从痰中分离，其临床意义尚未得到证实。本文报告1例由茜草属植物引起的肺炎。一名38岁男性病人因预先诊断为蛛网膜下腔出血而入住Inonu大学医学院急诊科，经手术后转入重症监护室接受人工呼吸。住院第三天体温39℃，白细胞27.,1899.0,38岁,"SPECIES:Cedecea lapagei
ID:19149091
TITLE:[A pneumonia case caused by Cedecea lapagei].
ABSTRACT:Cedecea spp. which are the members of Enterobacteriaceae family, are mostly isolated from sputum and their clinical importance is not yet demonstrated. This report presents a pneumonia case caused by Cedecea lapagei. A 38-years-old male patient admitted to Inonu University Faculty of Medicine Emergency department with prediagnosis of subarachnoid haemorrhage was operated and transferred to Intensive Care Unit of Reanimation where he underwent artificial ventilation. On the third day of hospitalization his temperature was 39 degrees C, white blood cell count was 27.000/ml and he was still unconscious. He had a history of chronic obstructive pulmonary disease. Chest X-ray revealed opacities in the right lower lobe and mucoid tracheal secretion ensued following tracheal entubation performed after operation. Direct microscopic examination of bronchoalveolar lavage (BAL) fluid yielded abundant number of leukocytes and gram-negative bacilli. Bacteria isolated from BAL specimen were identified as C. lapagei by Phoenix 100 (Becton Dickinson, USA) automated system and also by API 20E kit (Biomerieux, France). Upon the initiation of intravenous amikacin (1 x 1 g) and meropenem (3 x 1 g), the signs of infection decreased in intensity, however, the patient was lost due to subarachnoid hemorrhage on the 12th day of hospitalization. In this case it was estimated that C. lapagei pneumonia originated from the aspiration of upper airway secretion owing to unconsciousness of the patient. Although there were reports of Cedecea infections in the literature, this was the first documented case of C. lapagei pneumonia when the accessible related literature was concerned.
物种:Cedecea lapagei
ID: 19149091
标题:[由Cedecea lapagei引起的肺炎病例]。
摘要:Cedecea spp.是肠杆菌科的成员，多从痰中分离，其临床意义尚未得到证实。本文报告1例由茜草属植物引起的肺炎。一名38岁男性病人因预先诊断为蛛网膜下腔出血而入住Inonu大学医学院急诊科，经手术后转入重症监护室接受人工呼吸。住院第三天体温39℃，白细胞27.000/ml，仍昏迷。他有慢性阻塞性肺疾病的病史。胸部x光显示手术后气管插管后右下叶有阴影及粘液样气管分泌物。支气管肺泡灌洗液直接镜检可见大量白细胞和革兰氏阴性杆菌。从BAL标本中分离的细菌经Phoenix 100 (Becton Dickinson, USA)自动化系统和API 20E试剂盒(Biomerieux, France)鉴定为C. lapagei。在开始静脉注射阿米卡星(1 × 1g)和美罗培南(3 × 1g)后，感染症状明显减轻，但患者在住院第12天因蛛网膜下腔出血而死亡。在本例中，据估计，拉氏C. lapagei肺炎是由于患者意识不清而吸入上呼吸道分泌物引起的。虽然在文献中有Cedecea感染的报道，但这是第一例有文献记载的C. lapagei肺炎。"
19621622,Ralstonia pickettii,是,1,男,17-65,,COPD,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,治愈,https://pubmed.ncbi.nlm.nih.gov/19621622/,pickettii Ralstonia pickettii原名伯克霍尔德菌，是一种非发酵革兰氏阴性杆菌。它作为一种机会性病原体出现在医院环境和环境中，导致暴发，特别是在重症监护病房。现有文献显示两例成人pickettii肺炎病例报告。在本报告中，我们报告了一例慢性阻塞性肺疾病患者，由皮克提氏杆菌引起的肺炎。患者男56岁，主诉气短、咳嗽、痰脓、乏力乏力、绿色泻血。肺听诊显示右下叶呼吸音减低。实验室检查发现，动脉pH值、paO2降低，二氧化碳分压升高，血红蛋白、红细胞压积、尿素和肌酐水平升高。胸部x线片显示右下部有浸润。患者插管后开始使用亚胺培南1 × 500 mg/,2225.0,56,"SPECIES:Ralstonia pickettii
ID:19621622
TITLE:[A community acquired pneumonia case caused by Ralstonia pickettii].
ABSTRACT:Ralstonia pickettii, formerly known as Burkholderia pickettii, is a non-fermentative gram-negative bacillus. It is emerging as an opportunistic pathogen both in the hospital setting and in the environment, leading to outbreaks especially in the intensive care units. The available literature revealed two case reports of pneumonia associated with R. pickettii in adults. In this report, a case of pneumoniae due to R. pickettii, in a patient with chronic obstructive pulmonary disease was presented. Fifty-six years old male patient was admitted to the hospital with complaints of shortness of breath, cough, purulent sputum, weakness, fatigue and green colorred diarrhea lacking blood. Lung auscultation revealed decreased respiratory sounds in the right lower lobe. Laboratory findings yielded decreased arterial pH and paO2 and increased pCO2 values, while hemoglobin, hematocrite, blood urea and creatinine levels were increased. Chest X-ray showed an infiltration on right lower zone. The patient was intubated and imipenem 1 x 500 mg/day and netilmicin 1 x 80 mg/day were initiated. Deep tracheal aspirate specimen revealed gram-negative rods and leukocytes, and cultures yielded growth of non-fermentative gram-negative bacilli on blood agar and EMB agar. These bacilli were identified as R. pickettii by using VITEK 2 system (bi-oMerieux Inc, Mercy L'etoil, France). Antibiotic sensitivity test performed by VITEK 2 GP system (bioMerieux Inc, Mercy L'etoil, France) revealed sensitivity to ceftriaxone, imipenem/cilastatin, piperacillin/tazobactam, amikacin, gentamicin, cefoperazone-sulbactam and ciprofloxacin. Treatment with imipenem/cilastatin was continued for 14 days and the patient was completely recovered. This case was presented in order to call attention to R. pickettii as a pathogen that may cause community-acquired lower respiratory tract infection.
物种:Ralstonia pickettii
ID: 19621622
标题:[一个由拉斯托尼亚·皮克提引起的社区获得性肺炎病例]。
摘要:pickettii Ralstonia pickettii原名伯克霍尔德菌，是一种非发酵革兰氏阴性杆菌。它作为一种机会性病原体出现在医院环境和环境中，导致暴发，特别是在重症监护病房。现有文献显示两例成人pickettii肺炎病例报告。在本报告中，我们报告了一例慢性阻塞性肺疾病患者，由皮克提氏杆菌引起的肺炎。患者男56岁，主诉气短、咳嗽、痰脓、乏力乏力、绿色泻血。肺听诊显示右下叶呼吸音减低。实验室检查发现，动脉pH值、paO2降低，二氧化碳分压升高，血红蛋白、红细胞压积、尿素和肌酐水平升高。胸部x线片显示右下部有浸润。患者插管后开始使用亚胺培南1 × 500 mg/d和奈替米星1 × 80 mg/d。深气管抽吸标本显示革兰氏阴性杆菌和白细胞，血琼脂和EMB琼脂上培养出非发酵革兰氏阴性杆菌。用VITEK 2系统(bi-oMerieux Inc, Mercy L'etoil, France)鉴定这些杆菌为pickettii。VITEK 2 GP系统(bioMerieux Inc, Mercy L’etoil, France)对头孢曲松、亚胺培南/西司他汀、哌拉西林/他唑巴坦、阿米卡星、庆大霉素、头孢哌酮舒巴坦和环丙沙星敏感。亚胺培南/西司他汀持续治疗14天，患者完全康复。本病例的提出是为了引起人们对pickettii这一可能引起社区获得性下呼吸道感染的病原体的注意。"
19952481,Legionella maceachernii,是,1,,,抑制,肺脓肿,3：血及无菌体液（如脓胸液）,,https://pubmed.ncbi.nlm.nih.gov/19952481/,,,,"SPECIES:Legionella maceachernii
ID:19952481
TITLE:Lung abscess caused by Legionella species: implication of the immune status of hosts.
ABSTRACT:Legionella pneumonia typically presents as lobar pneumonia with multiple-lobe involvement, but Legionella lung abscess is rare. To identify the predisposing factors for Legionella abscess, we analyzed 62 of the 79 case reports on Legionella abscess found in literature; 28 (45.2%) were of hospital-acquired infection and 28 (45.2%), community-acquired infection. Seventeen patients (27.4%) died. L. pneumophila serogroup 1 was the most common, but other serogroups of L. pneumophila, L. micdadei, L. bozemanii, L. dumoffii, and L. maceachernii were also isolated from the abscess. Corticosteroids were administered for underlying diseases to 43 (69.4%) patients. Peripheral neutrophil counts were higher in patients with abscess than in those with only pulmonary infiltration. In certain cases, Legionella abscess developed during neutropenia recovery. However, lymphocyte counts were low in most cases. Clinical factors like corticosteroid treatment, which causes impaired cellular immunity and subsequent neutrophil accumulation in the lesion, might function as predisposing factors for Legionella abscess.
军团菌的物种:maceachernii
ID: 19952481
标题:军团菌引起的肺脓肿:宿主免疫状态的暗示。
摘要:军团菌肺炎典型表现为大叶性肺炎并累及多叶，但军团菌肺脓肿少见。为确定军团菌脓肿的易感因素，我们分析了文献报道的79例军团菌脓肿中的62例;医院感染28例(45.2%)，社区感染28例(45.2%)。17例(27.4%)死亡。脓肿中以嗜肺L.血清组1最常见，但也分离到嗜肺L.、米达克代L.、博泽曼L.、杜莫菲L.和麦氏L.。对43名(69.4%)患者使用糖皮质激素治疗基础疾病。脓肿患者外周血中性粒细胞计数高于单纯肺浸润患者。在某些病例中，军团菌脓肿是在嗜中性白血球减少症恢复期间发生的。然而，淋巴细胞计数在大多数情况下是低的。临床因素如皮质类固醇治疗，可导致细胞免疫功能受损和随后的中性粒细胞在病灶积聚，可能是军团菌脓肿的易感性因素。"
